"","BMW","BBVA","ENEL"
"1",0.0761366143570371,0.00456372913331711,0.00362766076880778
"2",0.0652417337387446,0.00437505021616236,0.00351958159896749
"3",0.137306621903985,0.0042062082805289,0.00361683740578621
"4",0.171999343500513,0.00412442307462528,0.00351321197564154
"5",0.160038785564734,0.00395950490561898,0.00364597064198685
"6",0.152413417841267,0.00445116666412539,0.0035426117603008
"7",0.146840564366132,0.00438063195046995,0.00363171360916288
"8",0.135056876241009,0.00451925357601781,0.00382619638571107
"9",0.116055612653248,0.0043346907248497,0.00402414785460295
"10",0.100478071218524,0.00424601711876347,0.00390724916487662
"11",0.0878958907243611,0.0043028116802445,0.00395838028638884
"12",0.0749107794546985,0.0042410257866626,0.00395591664995988
"13",0.066909011491136,0.00530517978022876,0.0038331311793155
"14",0.0607478107138302,0.00556802041726252,0.00371012107626042
"15",0.0560166601816065,0.00549128874915716,0.00359244897048204
"16",0.0524379816056066,0.00525580919633983,0.0034801929355618
"17",0.0497700048736104,0.00503136272355958,0.00359628550337817
"18",0.0440535491537699,0.00629885148429525,0.00380045828004899
"19",0.0395235587847285,0.00602189662319498,0.00369343053778347
"20",0.0364970672732157,0.00644596560490758,0.00357723169378887
"21",0.0659110407683648,0.00618250091698253,0.00368869034086445
"22",0.0810579683784166,0.00617246217360724,0.00388279878942164
"23",0.0700021085231907,0.00708668448237757,0.00407535964193872
"24",0.0612235386236326,0.00725724301486034,0.00449025505005035
"25",0.0711279516135952,0.00717087131204282,0.00440721064749375
"26",0.0776662022224643,0.00697516694155989,0.00426166460051938
"27",0.0819532130280375,0.00667601722907096,0.00429336066544896
"28",0.0760831547542942,0.00899809093114441,0.00415778844683694
"29",0.0655134343138244,0.00869380703498486,0.00402029154194725
"30",0.056886913861176,0.00974872940566999,0.00388855063872855
"31",0.0499420668628055,0.00963707964522508,0.00396497822744007
"32",0.0444179799980916,0.00920557322051609,0.00395785007143441
"33",0.0402315786700949,0.0088588574472732,0.00383477169007837
"34",0.0370456213748701,0.00846486870930831,0.00393039144028893
"35",0.0346329851996007,0.00808791621301626,0.00392349766663326
"36",0.0328320569325199,0.00774655128773278,0.00380190204617377
"37",0.0315052480081656,0.00740587121228406,0.00368029981016467
"38",0.0299250309226849,0.00710005501628565,0.00356399784126101
"39",0.0287852472232584,0.00706729758722212,0.00345306301246547
"40",0.0279570303649211,0.00701109222286528,0.00357206874722459
"41",0.0273601559675118,0.00713831323929672,0.00377932483361774
"42",0.0269328934437834,0.00683634022878166,0.00377169623646549
"43",0.0263980325560146,0.00675100905797445,0.00365662989174199
"44",0.026022263404615,0.00658543112683145,0.00374053632268016
"45",0.02575507857299,0.00633069820443685,0.00375317960179021
"46",0.0255656912316784,0.00606171865630203,0.00363983135913352
"47",0.0254317878912363,0.0063666174411218,0.00372432584589279
"48",0.0259840225834554,0.00627826877437601,0.00361543420762799
"49",0.0263933885722309,0.00600343384527843,0.00369897802383536
"50",0.0266776680155379,0.00585530451776029,0.00388566582254594
"51",0.0268756050790575,0.00602871356551583,0.00387089032474642
"52",0.0278556270099227,0.00576651925409042,0.00388955184330861
"53",0.0285996077575051,0.00587406139022927,0.00439384526390188
"54",0.029112070075442,0.00701134208087299,0.00431202500461267
"55",0.0294668027796724,0.00708060828239762,0.00439984646427348
"56",0.0297134984622517,0.00695640794777778,0.00426231081496866
"57",0.0298856040749218,0.00691488349340332,0.00432430778972444
"58",0.0300059316884991,0.00668504009117297,0.00472706228842362
"59",0.0300901837075065,0.0064379244771317,0.00462822785548905
"60",0.0301492366913725,0.00616393759525015,0.00459846461991984
"61",0.0301906570574835,0.00589374737834559,0.00455513762672128
"62",0.0302197242200383,0.00575452886594612,0.00440525371389156
"63",0.0665497966684366,0.00554498191903068,0.00425668738317302
"64",0.119092447544427,0.00740478260423322,0.00430238349344828
"65",0.130674250358642,0.00730772117681414,0.00442752822810716
"66",0.163792293093605,0.00701768981935166,0.00429048189644841
"67",0.147655757764519,0.00670536150346502,0.00414732135967155
"68",0.127279693490055,0.00663874443824297,0.00400991379426169
"69",0.128962141772992,0.00642777838463293,0.00387862045483025
"70",0.140156318082643,0.00626752603147137,0.00375324838745289
"71",0.14141459625213,0.00606885863386912,0.00384182293414386
"72",0.121073712234086,0.00645442581775787,0.0046343134510722
"73",0.103728469228642,0.00617020944118842,0.00451573012307882
"74",0.0980738801514199,0.00589965095790948,0.00450272081116027
"75",0.0833173983833234,0.00590450252033583,0.0044641544074584
"76",0.0807091299765863,0.00564947777166866,0.00443379406352792
"77",0.152088910867939,0.00588574675926943,0.00428954497049022
"78",0.223500740942875,0.00563059615545163,0.00414608723045117
"79",0.188004331654303,0.00586117015379867,0.00400871795640789
"80",0.159642476679491,0.00570218073641562,0.00387747748587456
"81",0.147360244190416,0.00601296834645053,0.00395395924797063
"82",0.124261765624031,0.00616320874490944,0.0039478066149861
"83",0.120914949633997,0.00594002990004786,0.0039571255692805
"84",0.102353792963389,0.00584917140237815,0.00383482066412749
"85",0.0910429145612991,0.00582841299183414,0.00371176023870434
"86",0.0976983712627035,0.00573047617339538,0.00359401426049104
"87",0.0838361846245707,0.00548286148162988,0.00348168571990434
"88",0.130448972264495,0.00527795751298757,0.00343185687335384
"89",0.113110759589887,0.00519338375543635,0.00341270350172655
"90",0.110356536142658,0.00501703234112936,0.00359781641135731
"91",0.127223268468595,0.00487408101068605,0.00349882784863529
"92",0.117606348860029,0.00471300005731373,0.00339159154765273
"93",0.0995072211364667,0.00460869617112904,0.00351223504838866
"94",0.110233060653725,0.00462815494878359,0.00354184347220652
"95",0.111516078753685,0.00461227439652631,0.00372980216013335
"96",0.100241916355601,0.00447217448247325,0.00362515805249874
"97",0.10377880414622,0.00472222201539694,0.00351206755829638
"98",0.0955813166911843,0.00458231892796691,0.0036197929438171
"99",0.103913576772487,0.00440609591955972,0.00351648802940404
"100",0.0910363414900068,0.00457923512956532,0.00418939192536655
"101",0.078214944892864,0.00444710187214493,0.00411315367575549
"102",0.0688718465995113,0.00448691200179647,0.00412431273211978
"103",0.0921486300296344,0.00430351631018609,0.00411382203230149
